customerID,MonthlyCharges,predicted_next_bill,bill_drop,bill_drop_label,recommended_offer,email_sent,customer_segment,enterprise_customer
0621-JFHOL,29.6,29.989820393504807,-0.3898203935048059,Normal,No Offer Needed,False,Regular Customer,False
9903-LYSAB,73.15,73.06333472125783,0.08666527874217422,Normal,No Offer Needed,False,Regular Customer,False
0094-OIFMO,95.0,95.03989312985223,-0.03989312985223137,Normal,No Offer Needed,False,Regular Customer,True
9227-UAQFT,19.75,20.28431324449658,-0.5343132444965804,Normal,No Offer Needed,False,Regular Customer,False
7301-ABVAD,86.6,86.35728952615497,0.24271047384502253,Normal,No Offer Needed,False,Regular Customer,True
6614-FHDBO,109.2,109.24200900481848,-0.0420090048184818,Normal,No Offer Needed,False,Regular Customer,True
7576-ASEJU,74.7,74.67117425490729,0.028825745092717625,Normal,No Offer Needed,False,Regular Customer,False
9058-HRZSV,94.4,94.34041902929532,0.05958097070468682,Normal,No Offer Needed,False,Regular Customer,True
4522-AKYLR,54.8,54.54449199702488,0.25550800297511955,Normal,No Offer Needed,False,Regular Customer,False
0221-WMXNQ,75.35,75.58933259626258,-0.23933259626258518,Normal,No Offer Needed,False,Regular Customer,False
0303-UNCIP,65.0,64.55005001802996,0.4499499819700361,High Drop,Online Security Add-on,True,Outreach Customer,False
9947-OTFQU,74.4,74.539830208036,-0.13983020803598833,Normal,No Offer Needed,False,Regular Customer,False
0322-YINQP,48.55,48.701299985685736,-0.1512999856857391,Normal,No Offer Needed,False,Regular Customer,False
0959-WHOKV,99.0,98.93409285554223,0.06590714445776769,Normal,No Offer Needed,False,Regular Customer,True
4075-JFPGR,93.5,93.1187745903954,0.38122540960459617,Normal,No Offer Needed,False,Regular Customer,True
4629-NRXKX,70.4,70.46089680197929,-0.0608968019792826,Normal,No Offer Needed,False,Regular Customer,False
9514-JDSKI,40.2,40.69169613422529,-0.49169613422528613,Normal,No Offer Needed,False,Regular Customer,False
3282-ZISZV,83.7,83.25253387517554,0.4474661248244587,High Drop,Online Security Add-on,True,Outreach Customer,True
3675-YDUPJ,19.85,20.188983176277425,-0.3389831762774236,Normal,No Offer Needed,False,Regular Customer,False
4111-BNXIF,59.55,59.47692980623933,0.07307019376066393,Normal,No Offer Needed,False,Regular Customer,True
7017-VFHAY,115.1,115.01937635724573,0.08062364275426148,Normal,No Offer Needed,False,Regular Customer,True
